,raw_message,posttime,threadid,name,topic_url
89,"This would be great, I finally have a Pizza Express nearby and looking forward to trying it!",2017-07-21 08:27:39+00:00,2983818,UK MNer with a child aged 5-12? Want to try the new summer Piccolo menu at PizzaExpress and be one of the first to experience their new in restaurant activity pack and Dough Ball adventure competition? You’ll also be in with a chance to win free pizza for a year! NOW CLOSED,mumsnet_product_tests
90,"OOOH just realised my scan is next Thursday not Friday - one day less to wait! [grin]

We have a Moses basket for downstairs as I got one on eBay for £9, and are planning to put a snuzpod in our room as there's no room for a cot, and have a proper cot in the nursery. We will probably transition the baby to the nursery at 3-4 months as I know from my nieces and nephews babies are noisy sleepers, and my DH is a serious snorer so I think any longer in the same room and we will probably drive each other crazy!  We bought the full on baby monitor that tracks movement and breathing so I am less worried about not waiting until 6 months.",2016-09-21 08:50:10+00:00,2722433,Due February 2017 - thread #7,birth_clubs
91,"If it is just in ONE nipple you have to have it checked, there are other conditions that look like eczema but the particular factor that differentiates them from them is that the problem is only present on one.",2006-03-13 21:50:51+00:00,154960,ouch ouch ouch eczema on nipple,general_health
92,"*@ShoppingBasket* thanks for the thread! I can’t get the Revolut adidas discount to come off, it says input promo code but there isn’t a code to put in? 
Two Oodies for €99 here [[https://oodie.eu/products/customizable-twin-pack oodie]]",2021-08-24 11:56:54+00:00,4330112,The ROI Christmas thread,Christmas
93,"I lost my last job due to developing a chest infection from everyone in the office spluttering around me and I was off work for about 6 days.   I was promptly let go.  Zero hours sort of contract.  
I haven't worked since.  That was two years ago.",2017-11-24 02:17:55+00:00,3092457,Who is in the right?,am_i_being_unreasonable
94,"I'm quite happy to have nice stalkers Pinky!! 

Egg...this is it!
If this doesn't work then the decision will be made for us I guess.

We were booked in for an adoption meeting at the beginning of Feb but now it looks like the IVF will clash. Hope that's a good omen!!
(Not that I believe in them...but y'know!! )

I will let you all know what is happening as I don't want to tell too many people in RL in case it doesn't work and I'll have to go round telling everyone it hasn't worked IYSWIM.

On here I only have to say it once (or maybe three times as I seem to be on three different threads at the moment!!! ) so that's not so bad.

Here's hoping it will be fabulous news and I can post it a MIILION ZILLION times if I want to!!!!!",2008-01-05 16:37:07+00:00,263123,Coggy&#39;s Catch Up........,conception
95,Why was Emma stood next to a gimp cage?,2014-01-10 21:51:50+00:00,1960405,Celebrity Big Brother Thread 2. Watching through our fingers.......,telly_addicts
96,"collect them all up and hide them tell him no and give him his allowance honestly stay strong and SAY NO put them out of sight, I do understand the chocolate over load we have tonnes of the bloody stuff and i had to get my 15 yr old to stop eating it yesterday, I have a hamper full i got given as a gift I dont even eat  chocolate very often I am now wondering what i can do with a bloody hamper",2013-12-27 11:06:44+00:00,1949079,WIBU to put all the bloody Christmas Chocolates in the bin?,am_i_being_unreasonable
97,"definitely agree with the amenity room - I had one with DS1 and it was an absolute godsend (although ,my abiding memeory is one of the nurses checking under the bed and in the bathroom to see if I was telling the truth that DH had indeed left at the end of partner visiting time! thankfully new hospital is a little less draconian!) 
 
 Thanks for the info on mattresses - I'm sure it will be fine too. But I was also just wanting to ask another thing - do any of you ever have days when you don't really feel pregnant? I've been feeling like that today - not sure whether it's because LO has been so quiet, still moving but considerably less, and I seem to remember feeling like this with DS1.....just don't 'feel' pregnant (despite my epic nesting this morning) not sure if I should be concerned or not. any thoughts anyone?",2007-09-14 14:53:22+00:00,385912,"Due Oct 2007 - This little Piggy had a section, this little piggy stayed at home!",birth_clubs
98,"I keep reading about it but can never see it when I go shopping. 
 
 And what's it like?",2006-07-21 12:38:30+00:00,194630,Does anyone know where you can buy Dandelion Tea?,shopping
99,"*I don't think I've ever even thought about someone not bringing a gift.*

You must have a lot of rude guests then. [grin]

Perhaps that’s because it’s something ^you^ don’t do? I think if you’re the sort of person who always brings something (because you’ve got good manners) then it would stand out as a little rude.",2020-02-09 17:56:49+00:00,3817854,AIMB to this houseguests should bring a gift?,am_i_being_unreasonable
100,Oh that Helmut Lang dress is incredible :),2011-11-20 20:39:15+00:00,1346875,birthday party in Jan,style_and_beauty
101,"Why is it a martyr act if he says he doesn’t care and he actually doesn’t care?

Why will it confuse a six year old for dad to have a cupcake with a candle in it?

You say he’s not a ‘woe is me’ person but I can’t see that he is around his birthday either? He doesn’t enjoy his but is happy to celebrate yours and the kids?

I totally get not wanting to be the person to make decisions all the time. But I genuinely don’t understand your angst here. Do him a cake and a nice dinner. Arrange a chilled day with the kids that can be easily moved if actually he decides he’ll do his hobby instead.",2019-11-07 11:51:36+00:00,3737584,To hate his birthday?,am_i_being_unreasonable
102,Why not just take on your mortgage over a shorter term rather than over paying?,2014-08-06 17:45:24+00:00,2152199,Mortgage advice,legal_money_matters
103,They don't want to pay for one but they could afford it. Apparently DM is coming round to the idea. 🤞,2019-10-13 20:25:06+00:00,3716761,House becoming squalid. How far to push?,elderly_parents
104,"Why do you say you have ""a massive girly crush""  rather than saying that you like her? Is there a difference?",2015-09-17 22:45:17+00:00,2469985,To have a massive girly crush,am_i_being_unreasonable
105,Message withdrawn,2007-02-28 14:25:33+00:00,285379,dh wants a threesome with his best friend&#39;s gf,am_i_being_unreasonable
106,"I get so fed up with the endless harping on about holidays. 
Yes we get a lot of holidays. 
No we don't demand them.  It is the nature of what we do. We teach CHILDREN. 
CHILDREN need holidays. 
Therefore we get holidays (and only when we we are told we can so forget family occasions, spontaneous trips, holidays that don't cost an absolute bloody fortune because we can only go at peak time).
 
Supply teachers or peripatetic teachers don't have contracts with schools, therefore their pay is only term time. They have no choice but to be out of work for the school holidays. Not their choice. 

We get paid for a year, it is divided, like everyone else, over the weeks of the year. It effectively means there that yes, there is pay going to our accounts during the holiday but it is part of a whole. We could NOT be paid during the holidays and only get paid during the term but that just means our weekly pay during term time would be greater and we would still receive exactly the same amount per year. It makes more sense for it to be spread into smaller amounts over the year. ",2013-04-03 08:12:05+00:00,1722581,National Union of Teachers calls for lesson teaching time to be capped at four hours a day - what do you think?,site_stuff
